Date,Mach type,Mach,Effect,Machine Area,Description,Resolution
12/3/2015,,Deco 1,,,Air leak from Subspindle reported,No air leak found; Bad idler bearing replaced on S2 drive
12/3/2015,,H1,,,Base needs to be cleaned,Completed
12/3/2015,,H27,,,Brush unit INOP,Shaft connecting rod unscrewed; Repaired
12/3/2015,,H36,,,Cut off unit not completing cut through bar,REMOVED PART SITTING ON C/O UNIT PREVENTING IT FROM CUTTING THROUGH THE BAR !!!!!
12/3/2015,,H4,,,Dropping parts from random collets; Check Accumulator,No issue with Accumulator; OK at 30bar
12/3/2015,,H7,,,Pendant is blank; Spindles and coolant will not turn on,Cleared buildup of chips from loader proximity switches again; 4th time OPERATOR LEVEL
12/3/2015,,I3,,,Power surge;  No power,Choke (transformer of sorts) not providing correct 600 volts to drives. Part identified in Index schematics identifies a line reactor which was purchased and installed. This in not the choke. The line reactor is meant to be used with the choke and subsequently over heated. Choke was removed from I1 and installed; Subsequent alarms on Z3 spindle after losing zero position.Doug Patrick in with Norm resetting.
12/3/2015,,I5,,,Iemca track # 6 broken; Spindle shut down,Replaced; Training Patrick Ayers
12/3/2015,,Mikron,,,Air pressure alarms,Swapped input module between stations in elctrical cabinet. Faulty module using #34 Input. Swapped with module not using #34.
12/3/2015,,SC5,,,Cooling unit faults,"After review, Steve A believed the coils to be packed with swarf and binding the stirring unit; Lyle removed the chiller unit and spray cleaned the coils"
12/3/2015,,SC8,,,Cooling unit faults,"After review, Steve A believed the coils to be packed with swarf and binding the stirring unit; Lyle removed the chiller unit and spray cleaned the coils"
12/4/2015,,H38,,,Bar loader faults,Complete bar loader realignment; Removed bar jammed in stock guides
12/4/2015,,H5,,,Saw clamp screw stripped; Both ends,Drilled out damaged clamp screw and replaced
12/4/2015,,I1,,,Side A turret has chips,Removed and cleaned
12/4/2015,,I1,,,E Stop over limit alarm,Operator JW cleared
12/4/2015,,I2,,,Misaligned cup at Bise transfer to spindle,Corrected
12/4/2015,,RM 227,,,Remove coolant regulator valve per oper request,Removed
12/4/2015,,SC9,,,Cracked FRL leaking air,Replaced
12/7/2015,,Durr,,,Overtemp alarm,Reset after cooling; Ocean State Mechanical called in for Tuesday 12/8 for Nitrogen and refridgerant charge. Completed 12/8
12/7/2015,,H24 ,,,Pendant stop pin broken,Repaired
12/7/2015,,H7,,,St#3 slot cutting spindle leaking hydraulic fluid,Bad hydraulic metering valve replaced
12/7/2015,,H8,,,Heavy hydraulic leak from under casting,Leaking table rack cylinder repaired and reinstalled; Also found holes in funnel from slug imapct. Used liquid steel as a temp fix until welding can be arranged. MOB in on Wed 12/9 for assessment. H15 will require the same repair.
12/7/2015,,H8,,,St#6V motor 'bad',Gear reducer output drive shaft bearings no good; Swapped motor with spare on the shelf
12/7/2015,,I19,,,Parts offload conveyor belt torn and unusable,Replaced Donner belt
12/7/2015,,I6,,,Alarm; Hydraulic motor too hot,Plug in connection on pump motor shorted and burned; Replaced
12/7/2015,,SC3,,,Base needs to be cleaned,Completed
12/7/2015,,T100,,,Base cleaning requested,Completed
12/7/2015,,T91,,,Base cleaning requested,Completed
12/7/2015,,Time Clock,,,Time incorrect due to power outage on Saturday,Corrected
12/7/2015,,TK3,,,Check interlock ready of supply unit; Alarm,Ran loader through sequence and reset.
12/7/2015,,Tsch 1,,,New microphone for balance system requested,Replaced microphone (New) also replaced coolant feed trunk due to low coolanr flow reports
12/7/2015,,Tsch 1,,,Coolant flow intermittently dropping off,Coolant pump motor relay faulting; Replaced
12/7/2015,,Tsch 1,,,New balancing system microphone requested,Replaced
12/8/2015,,Anca,,,Mist Buster service requested,Cleaned cells and filters
12/8/2015,,Bridgeport T8,,,Airline requested for new spray mist coolant,Issued
12/8/2015,,FPI,,,Coalescent pump INOP,Pick up tube in wash tank broken; Replaced
12/8/2015,,H18,,,ST#10 spindle leaking hydraulic fluid,Rebuilt back end of spindle
12/8/2015,,H38,,,Bar ends being machined; Loading bar edns,Bar end limit switch replaced
12/8/2015,,H8,,,Chip conveyor electrical connection cable INOP,Replaced plug in connector
12/8/2015,,H8,,,St#15 valve feed control not adjustable,Swapped valve
12/8/2015,,I17,,,Coolant missing or consumed alarm,replaced coolant tank sensors; Baumer 18P3703 and Baumer 18P1703
12/8/2015,,I5,,,P/O motor INOP,Replaced spindle motor and encoder cable to get back online
12/8/2015,,T92,,,Base cleaning requested,Completed
12/9/2015,,A78,,,Running with clip   ,No electrical issue; Stock stop not reading full pressure
12/9/2015,,Dreher,,,Dust collector separated from vent stack,Mount for intake fan rewelded to table / intake checked for debris / reconnected to exhaust ducting
12/9/2015,,H2,,,Bottom cross drill head screw loose when spindle was fired.; Caught in casting/ Funnel,Removed XD head and replaced with spare unit; Unit removed scheduled for rebuild
12/9/2015,,H2,,,Botom XD bolt loose; bored into casting,Removed XD head and replaced with inventory XD head
12/9/2015,,H8,,,ST#6 milling head noise,Swapped milling head with backup head; Rebuilding noisy head
12/9/2015,,Sinico,,,Workzone lighting INOP; Broken,Installed two new fixtures
12/10/2015,,A67,,,HS change shaft and bearings worn,Replaced bearings and shaft
12/10/2015,,H33,,,Threading unit INOP,Blown fuse replaced.
12/10/2015,,H8,,,St#5 Workholding collet broken in housing,Removed
12/10/2015,,I2,,,AIM rejecting good parts,Loose lock nut on vertical cylinder stop tightened; calibrated
12/10/2015,,I4,,,Transport collision alarms,Z2 spindle dropping too far when picking up part; Program adjusted
12/10/2015,,T105,,,End of Bar switch tripping randomly,Replaced expansion spring on collet OPEN/CLOSE lever
12/11/2015,,Deco 1,,,Main spindle collet will not open/close,Added oil to main spindle reservoir ; Oper PM
12/11/2015,,Deco 2,,,Main spindle collet will not open/close,Added oil to main spindle reservoir ; Oper PM
12/11/2015,,H11,,,Assess bearing play at St#3; JPM finds wear but not DOWN,Spindle bearings replaced in record time 60 minutes
12/11/2015,,H18,,,Table out of sync; Power failure on 3rd shift,Table reset
12/11/2015,,T102,,,Base cleaning requested,Completed
12/12/2015,,H16,,,Accumulator check requested,Both OK at 30bar
12/12/2015,,H5,,,Leaking cutting oil,Coolant pump impellor housing replaced
12/12/2015,,H8,,,Accumulator check requested,Both accumulators reading 20bar; Charged both to 30bar
12/14/2015,,CG231,,,No Power reported,Variable speed pulley bearing siezed; replaced and running
12/14/2015,,H1,,,1 of 3 cover latches broken,Replaced
12/14/2015,,H14,,,St#2 drill detector INOP,Replaced inop sensor
12/14/2015,,H14,,,Clamp screw stripped,Removed and replaced
12/14/2015,,H28,,,St#2 bearings worn?,Drive tube more an issue than bearings; Replaced drive tube and bearings
12/14/2015,,H3,,,St#2 drill detector INOP,Sensor out of range; adjusted
12/14/2015,,Shipping,,,Damaged #2 bay door,Lincoln Overhead Door; Gerry / Replaced track mounting bolt that was being struck by track wheel; No Charge
12/14/2015,,T91,,,Sleeve frozen in clamping spool,Removed sleeve and polished OD; Issued new clamping spool
12/14/2015,,T92,,,Dropping out of gear,Adjusted clutch
12/14/2015,,T98,,,Dropping out of gear,Adjusted clutch
12/15/2015,,A77,,,Clutch rebuild ? Indexing slowly,Adjusted per Denis guidance
12/15/2015,,Ewag,,,C axis slowing down when spinning,
12/15/2015,,H10,,,Spindle move for Jacobs,Completed
12/15/2015,,H16,,,St#13 motor INOP,Replaced motor
12/15/2015,,H26,,,St#2 clamp screw stripped,Removed and replaced
12/15/2015,,H32,,,Accumulator check requested,Both OK at 30bar
12/15/2015,,I2,,,Hydraulic leak Side B,No hydraulic leak found; Transport reset and online
12/16/2015,,Deco 1,,,Air leak in Sub spindle,Spindle seals and bearings replaced; Installed on 12/16 but aligned on 12/17 by Denis
12/16/2015,,H23,,,St#12 Valve speed adjustment INOP,Removed jammed set screw from knob and replaced
12/16/2015,,H28,,,Needs lamp replaced,Replaced bulb and also replaced pendant stop pin
12/16/2015,,H32,,,Bar loading faults due to 1/2 table drift,1/2 table valve rebuilt
12/16/2015,,H7,,,Hydraulic leak; Rebuild table rack cylinder,Removed base and cylinder. Replaced seal and reinstalled; Nice job by anthony / Kyd fittings under casting tightened
12/16/2015,,SC5,,,No pwer from 24V power supply; Tripping F21 breaker,Traced to loose connection in main tank float switch plug in connector
12/16/2015,,SC6,,,Hydraulic Main Fault at every bar loading sequence,Accumulator found at 0bar; Charged to machine spec 25bar
12/16/2015,,Sinico,,,Rotator rack cylinder bottom sealing plate broken off; Two bolts sheared,Sheared bolts removed / )-Ring and seal replaced and installed
12/16/2015,,T103,,,Base cleaning requested,Completed
12/16/2015,,T92,,,Base cleaning Requested,Completed
12/16/2015,,T98,,,Base cleaning requested,Completed
12/17/2015,,Barret,,,Floor plate loose and shifting,Reset plate and installed 18 bolts to hold in place
12/17/2015,,Deco 1,,,.045 play in Z1 ,Loose bearing reatiner nut on Z1 ball screw bearing retightened; Z1 zero reset
12/17/2015,,H2,,,St#3 spindle bearings worn   ,Issued Gio a good 35/60 spindle from inventory
12/17/2015,,H32,,,Bar feed fault; Not loading properly,Part length adjusted
12/17/2015,,I19,,,Smashed mount on receiving unit; Parts catcher,Repaired
12/17/2015,,SC5,,,Alarm; Control flow rate / Air leak at HP system air regulator,Swapped regulator with SC11; No HP in use
12/17/2015,,T91,,,Clamping toggles worn,Replaced
12/17/2015,,TR8 Bridgeport,,,Power draw bar INOP,Cleaned; online
12/18/2015,,H24 ,,,End of bar limit switch (??????????????????????),Replaced slow feed roller switch and tensioned feeding chain
12/18/2015,,H25,,,Vogel tank leaking at drain fitting,Replaced leaking fitting
12/18/2015,,H30,,,Inverter INOP; Cam drive post broken,Removed inverter for bencg repair; Completed
12/18/2015,,H4,,,Braoken bar loader chain,Replaced link and tensioned to spec
12/18/2015,,I17,,,Spindle #5 OFF; Extension tube bearings ?,Replaced bearings 
12/18/2015,,I18,,,Iemca flag sensor cable broken,Replaced cable
12/18/2015,,T92,,,Machine will not run in Auto,Repaired wiring harness; Rubbing against drive belts
12/21/2015,,H28,,,Machine runs through bar change,Repaired and replaced pusher dogs and trucks
12/21/2015,,H29,,,Threading unit INOP,Replaced pin and set sensor depth
12/21/2015,,H30,,,Belt on threading unit stripped,Replaced for operator; Percio / Was later replaced again when bad pulley was found
12/21/2015,,H30,,,ST#7 Brushing unit belt stripped; Was installed earlier in the day by JPM,Replaced belt and pulleys / new part washer
12/21/2015,,H34,,,Collet closing before bar is inserted,Replaced high speed counter; Found hanging from PLC
12/21/2015,,H8,,,Broken clamp screw in St#11,Removed and replaced
12/21/2015,,I17,,,Robot malfunction,Adjusted sensor for rotary activator
12/21/2015,,NM2,,,Low lubricating oil level alarm,Freed stuck float switch--------4th or 5th time this has been done by Maint
12/21/2015,,RM223,,,Drive transmission failure; Rebuild required,Rebuilt
12/21/2015,,SC8,,,Excessive hydraulic consumption,Sam W found Pick Off flow control fitting leaking. Tensioned
12/21/2015,,T102,,,Bar feeding issue,Non Maint; Assisted Operator in removing jammed feed tube
12/22/2015,,H25,,,Broken Chain on bar feeder,Repaired
12/22/2015,,H29,,,Bar loader chain rubbing against chain cover,Straightened panel and adjusted chain tension
12/22/2015,,H5,,,St#3 valve; unable to slow spindle feed rate,Missing O-Ring from spindle rebuild earlier in the day
12/22/2015,,H8,,,St#14V GRM noisy,Swapped motor; Drive gear in reducer box destroyed
12/22/2015,,I18,,,Bar loader issues (??),"Loading bracket not in phase, alarm sensor S5.3 was not actuated. Tricked sensor, operated elevator manually and alarm reset

"
12/22/2015,,I2,,,Side A over travel limit alarm,Moved axis and cleared by 0615
12/22/2015,,I4,,,Side B over travel limit alarm,Moved axis and cleared by 0610
12/22/2015,,I4,,,Side B over travel limit alarm,Moved X axis off limit switch
12/23/2015,,T98,,,Base cleaning requested,Completed
12/28/2015,,H27,,,Hydraulic fluid low faults,Found overlapping switch faults; Table down prox adjusted / Cut Off unit extended prox adjusted
12/29/2015,,Reid SG,,,Hydraulic ON/OFF switch faulty,Replaced switch
12/30/2015,,Deco 3,,,Bar loader needs to be referenced,Referenced 
12/30/2015,,H4,,,Hydraulic leak at power pack pump motor,Modified pump housing to reduce external hydraulic leak
1/4/2016,,A76,,,Collet closing roll moving / Spools opening,Collel closing roll is OK / Steve Salley assessed machine as having work clamping spools; Spools and toggles replaced
1/4/2016,,H15,,,St#3 recessing spindle bearings worn,Unit bearings replaced
1/4/2016,,H5,,,Rotator INOP; No power,Replaced fuse in power module and electric coil on valve for rotator
1/4/2016,,I18,,,Requested check of spindle actuator due to ID ream O/S condition,Replaced spindle nose retainer instead; O/S condition in tolerance
1/4/2016,,T92,,,Spindle bearings,Bearings replaced; Took too long to complete
1/5/2016,,H22,,,Accumulator check requested,Both accumulators OK at 30bar / Repaired broken wiring on electric coil
1/5/2016,,I2,,,Conveyor will not go in reverse,Cycled power; OK
1/6/2016,,H33,,,Chip conveyor clutch slipping,Replaced clutch discs
1/6/2016,,H4,,,Collet will not close when loading; Saw will not fire,Rebuilt loading valve
1/6/2016,,I1,,,End of offload conveyor transition plate worn,Made a new one and installed
1/6/2016,,I18,,,Iemca; Center material transition belts worn,Replaced two center belts
1/6/2016,,I19,,,Cooling fan on electrical cabinet has broken housing; falling off,Replaced fan with new unit
1/6/2016,,I5,,,Iemca track #5 broken,Replaced
1/6/2016,,RM221,,,Regulating wheel bearings NOK,Belt replaced / Regulating wheel spindle replaced with rebuilt unit; Worn ubit sent to Royal Master for refurbishing
1/6/2016,,T103,,,Drive shaft/solenoid pin loose; will not stay in gear,Rebuilt clutch
1/7/2016,,I19,,,Replace broken feed tube extension,Replaced
1/7/2016,,H23,,,St#2 spindle siezed,Rebuilt spindle
1/7/2016,,H27,,,Continous table index faults,Table adjusting valve adjusted to WIDE OPEN; Adjusted accordingly
1/7/2016,,I18,,,P/O head has broken base jaw,Removed and replaced broken base jaw
1/7/2016,,I18,,,Stock stop INOP,Reattached loose wire to PLC unit
1/7/2016,,SC3,,,Machine start button rear side faulting,Replaced contact block
1/7/2016,,T102,,,Stock reel alignment adjustment requested,Reset; Caused by excessive torque load on motor
1/8/2016,,H16,,,Replace bearings St#6 reaming,Replaced and installed
1/8/2016,,H22,,,Brushing unit motor burn smell,Adjusted DOS sensor
1/8/2016,,H4,,,Drill detector St#2 not working,Radial stroke position not allowing proper reading; Adjusted
1/8/2016,,H6,,,Accumulator check requested,Checked and charged both accumulators
1/8/2016,,I18,,,Bad 1st position;  Slide jumped position by .3000,Replaced axis drive after checking all mechanicals
1/8/2016,,I3,,,Low coolant flow Side A,"Removed turret, cleaned and reinstalled"
1/9/2016,,H5,,,Rotator INOP; No power,Replaced fuse in power module and electric coil on valve for rotator;  See H5 Jan 4 also
