ReqID,ReqDate,ReqTime,MachID,MachLoc,Manufacturer,machtype,Model,machcustomID,machdesc,ProblemID,ProblemDesc,Prob_cause,PreventPMchk,chk_instructions,Repstatus,Repdate,Reptime,Reptech,RepRes
582,7/16/07,8:42:37 AM,151,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0378,PLASMA ETCHER,744,"Pump oil tray is full of oil, safe/fire hazard!",Installed feedthrough and wired power supply,FALSE,,Under Repair,7/17/07,,Tech 1,Using Adsorbent Mats To Clean This Up.
583,7/16/07,9:10:22 AM,30,AMP Area,K&S,DICING SAW,982,P0037,SAW #11,745,Turntable sqeaks when it rotates.,Tightened sensor,FALSE,,Under Repair,7/17/07,,Tech 1,Checked / Ok
584,7/16/07,2:33:31 PM,148,AMP Area,MARCH,PLASMA ETCHER,PX-1000,P0375,PLASMA ETCHER,746,"turns on and off, numbers jump up and down",Replaced Spindle,FALSE,,Under Repair,7/17/07,,Tech 1,Checked / Ok No Problem Found
585,7/16/07,5:26:56 PM,148,AMP Area,MARCH,PLASMA ETCHER,PX-1000,P0375,PLASMA ETCHER,747,"Sign is on door-don't
know what is wrong.
Happened during 1st shift",Installed pump and cooling system,FALSE,,Under Repair,7/16/07,8:29:45 PM,Tech 1,Program # 2 not working. Power jumping around when ran. Only need one entery per request.
586,7/16/07,10:23:42 PM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,748,Error - Ion Source or Beam is off,Changed oil,FALSE,,Under Repair,7/17/07,,Tech 1,Replaced Neutralizer Filament
587,7/17/07,8:55:06 AM,85,Wiring Cell,Other,Other,Other,Other,Other,749,Tab bonder head not working properly on Tab bonder #2,Set-Program,FALSE,,Under Repair,7/18/07,,Tech 1,Sent Out To Vendor
588,7/18/07,12:46:00 AM,81,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,750,Shutter Drive Offline error,Changed resin,FALSE,,Under Repair,7/18/07,5:15:05 AM,Tech 1,Gear Mesh Alignment
589,7/18/07,12:46:34 AM,82,Sputtering Lab,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,751,Planetary not in position error,Replaced Pump,FALSE,,Under Repair,7/18/07,,Tech 1,Gear Mesh Alignment
590,7/18/07,1:10:25 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,752,shower water flow error,"Replaced door seal, replaced pressure transducer",FALSE,,Under Repair,7/18/07,,Tech 1,Clean & Flush Water Line
591,7/18/07,1:11:30 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,753,non-contact sensor errors  --  water jet is clogged,Crated grinder,FALSE,,Under Repair,7/18/07,,Tech 1,Clean & Flush Water Line
592,7/18/07,8:17:09 AM,85,Wiring Cell,Other,Other,Other,Other,Other,754,#2 U.V. light in the C5-2 wiring cell needs a U.V. bulb change,Replace Coupler,FALSE,,Under Repair,7/18/07,,Tech 1,This is an operator function
593,7/18/07,9:01:18 AM,85,AMP Area,Other,Other,Other,Other,Other,755,DI tank has red light on.,Installed,FALSE,,,,,,
594,7/18/07,4:49:23 PM,85,Forming Cell,Other,Other,Other,Other,Other,756,Install nitrogen airgun on the training scope bench,"Moved saws 4 and 7 outside, moved saw 9 inside",FALSE,,,,,,
595,7/19/07,8:14:43 AM,85,Wiring Cell,Other,Other,Other,Other,Other,757,L12-5 auto tab bonder is skipping,Completed,FALSE,,,,,,
596,7/19/07,9:27:35 AM,85,AMP Area,Other,Other,Other,Other,Other,758,DI water rinse hose at omni has very low pressure,,FALSE,,Under Repair,7/19/07,2:30:41 PM,Tech 2,Delivery hose partially kinked.
597,7/19/07,7:28:07 PM,85,Wiring Cell,Other,Other,Other,Other,Other,759,"Tab Bonder #2 on the C8-4 imprv., C8-5  line switch is giving us trouble.",Replaced Hepa Filter,FALSE,,,,,,
598,7/19/07,9:33:31 PM,82,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0046,CHA#2,761,Has been in pumpdown over 6 hrs.  Pressure will not go below 5.6 - 6,Flushed,FALSE,,Under Repair,7/20/07,,Tech 1,Replaced Target O-Ring / Clean Chamber Seals
599,7/20/07,9:47:18 AM,116,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0044,Rinse Station 003,762,We need regulators on the air guns at the rinse stations,Flush Saw,FALSE,,Under Repair,7/24/07,,Tech 1,Installed
600,7/20/07,1:07:03 PM,151,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0378,PLASMA ETCHER,763,Door gasket is deformed and does not seal properly until third try,Flush System,FALSE,,Under Repair,7/20/07,2:08:42 PM,Tech 2,replace gasket
601,7/21/07,7:08:52 AM,115,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0043,Rinse Station 002,764,The water flow is below 6 and can not be increased,Flushed saw,FALSE,,Under Repair,7/23/07,,Tech 1,Changed Filters / Cleaned Strainers 
602,7/23/07,12:17:22 PM,116,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0044,Rinse Station 003,765,Burnt solid state relays need replaced,Raised setpoint,FALSE,,Under Repair,8/1/07,10:46:07 AM,Tech 2,REPLACED SOLID STATE RELAYS
603,7/23/07,6:04:16 PM,61,AMP Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0128,vacuum pump,767,Degasser pump is making loud noises,Clean Jets,FALSE,,Under Repair,7/24/07,,Tech 1,Checked /OK
604,7/24/07,6:22:45 AM,50,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0117,vacuum pump,768,pump making load tapping sound.,Replace Tank,FALSE,,Under Repair,7/25/07,,Tech 1,Checked / OK
605,7/24/07,11:22:48 AM,85,Machine Shop,Other,Other,Other,Other,Other,769,Lathe spindle not working.,Clean Jets,FALSE,,Under Repair,7/25/07,,Tech 1,Tripped ckt. breakers
606,7/24/07,10:05:28 PM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,770,Shutter Drive Offline error,Replaced,FALSE,,Under Repair,8/6/07,,Tech 1,Gear Alignments
607,7/25/07,9:25:00 AM,133,Dicing Cell,DISCO,Dicing Saw,DAD321,P0086,Dicing Saw#8,771,No water to back of height sensor/fails auto heights,Replaced,FALSE,,Under Repair,7/25/07,11:10:20 AM,Tech 2,unclog water jets
608,7/25/07,8:54:44 PM,133,Dicing Cell,DISCO,Dicing Saw,DAD321,P0086,Dicing Saw#8,772,Setup error (no detection) when try to calibrate sensor,Replaced Bulbs,FALSE,,Under Repair,7/26/07,,Tech 1,Adjust Sensor
609,7/26/07,1:25:48 AM,86,Dicing Cell,Disco,Dicing saw,DAD321,P0081,Saw #1,773,no non-contact water at all,"Drilled and tapped holes, installed probes",FALSE,,Under Repair,7/26/07,,Tech 1,Clean & Flush Water Lines
610,7/26/07,8:09:19 AM,85,AMP Area,Other,Other,Other,Other,Other,774,water leaking from chiller in water evap. room,Repair Flow Meter / Flush System,FALSE,,,,,,
611,7/26/07,8:55:24 AM,58,3D Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0125,vacuum pump,775,P0125 will not pump down below 50 Mtorr. ,Not required,FALSE,,Under Repair,8/10/08,,Tech 1,Checked / Ok Operator Cleaned Gasket 
612,7/26/07,1:21:42 PM,85,AMP Area,Other,Other,Other,Other,Other,776,degasser in backing cell not much vacuum,Flushed saw,FALSE,,Under Repair,8/10/07,,Tech 1,Replaced Seal Plate
613,7/26/07,4:53:42 PM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,777,Must initialize between programs to shut off shower jet. ,Completed,FALSE,,,,,,
614,7/26/07,6:19:16 PM,115,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0043,Rinse Station 002,778,water will not flow in waterfall rinser,Flushed,FALSE,,Under Repair,7/27/07,,Tech 1,Cleaned Strainers / Replace Hose
615,7/26/07,10:18:39 PM,149,Stackbond Cell,MARCH,PLASMA ETCHER,PX-1000,P0376,PLASMA ETCHER,779,"No Purple glow, alarm goes off",Flushed saw,FALSE,,Under Repair,7/27/07,,Tech 1,Loose Feed Thru
616,7/26/07,10:45:42 PM,149,Stackbond Cell,MARCH,PLASMA ETCHER,PX-1000,P0376,PLASMA ETCHER,781,The oxygen bottle guage shows that it is time to change the bottle.,Added 400ml,FALSE,,Under Repair,7/27/07,,Tech 1,Change Bottle
617,7/27/07,12:31:30 AM,133,Dicing Cell,DISCO,Dicing Saw,DAD321,P0086,Dicing Saw#8,782,Water lines clogging,Added Oil,FALSE,,Under Repair,7/27/07,,Tech 1,Clean & Flush Water Lines
618,7/27/07,12:31:55 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,783,Water lines clogging,Added Oil,FALSE,,Under Repair,7/27/07,,Tech 1,Clean & Flush Water Lines
619,7/27/07,12:32:40 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,784,No non-contact water- line clogged,Disconnected,FALSE,,Under Repair,7/27/07,,Tech 1,Clean & Flush Water Lines
620,7/27/07,9:09:57 AM,30,AMP Area,K&S,DICING SAW,982,P0037,SAW #11,785,Error theta axis not reached. Turntabel squeaks when it rotates,Checked Ok,FALSE,,Under Repair,7/27/07,11:59:20 AM,Tech 2,clean dirt from turntable shroud
621,7/27/07,10:49:37 AM,151,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0378,PLASMA ETCHER,786,Oil is low,,FALSE,,,,,,
622,7/27/07,10:53:23 AM,119,AMP Area,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,787,no DI water coming out of rinse hose at omni cleaner,Replace Check Valve,FALSE,,,,,,
623,7/27/07,5:43:47 PM,115,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0043,Rinse Station 002,788,Flow is supposed to be 6 gallons a minute will only go to 5. ,Replace Pump,FALSE,,Under Repair,8/7/07,,Tech 1,Clean Strainers
624,7/27/07,9:51:37 PM,160,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0403,ENCAPSULATOR,789,"Air is leaking in, will not reach 25 pounds",Replaced,FALSE,,Parts Ordered,8/9/07,11:45:04 AM,Tech 5,
625,7/30/07,8:11:40 AM,39,TEE area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0106,vacuum pump,790,Won't pump down.  VERY LOUD.  Unplugged.,Changed all filters,FALSE,,Under Repair,7/30/07,11:02:48 AM,Tech 2,Replace vacuum pump.
626,7/30/07,11:37:19 AM,119,AMP Area,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,791,when running tank 1 - overload,Replace Switch,FALSE,,,,,,
627,7/30/07,1:21:03 PM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,792,Plasma treater will not draw down pressure,Installed. modified and tested,FALSE,,,,,,
628,7/30/07,8:17:16 PM,50,Lensing Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0117,vacuum pump,793,The pump is making a ticking noise while operating.,drain clogged,FALSE,,Under Repair,8/10/07,,Tech 1,Checked / OK
629,7/31/07,7:13:00 AM,26,AMP Area,K&S,DICING SAW,982-6,P0032,DICING SAW #13,794,spindle problem,flushed,FALSE,,Under Repair,7/31/07,9:16:15 AM,Tech 2,Reseat control boards
630,7/31/07,7:13:18 AM,31,AMP Area,K&S,DICING SAW,982,P0038,SAW #12,795,spindle problem,Flushed,FALSE,,Under Repair,7/31/07,9:15:56 AM,Tech 2,Check air supply.
631,7/31/07,8:28:34 AM,85,MOPS,Other,Other,Other,Other,Other,796,,Complete,FALSE,,Under Repair,7/31/07,9:15:36 AM,Tech 2,Connect airline
632,7/31/07,11:06:28 AM,31,AMP Area,K&S,DICING SAW,982,P0038,SAW #12,797,same spindle problem as earlier,Valve damaged during clorox flush. New valve insta,FALSE,,,,,,
633,7/31/07,3:10:14 PM,85,AMP Area,Other,Other,Other,Other,Other,798,Need valve that operates main vac valve replaced,Flushed,FALSE,,,,,,
634,7/31/07,4:04:23 PM,85,AMP Area,Other,Other,Other,Other,Other,799,Need solenoid that controls vac valve on spare plasma treater replaced,Adust & Lube Cable,FALSE,,,,,,
635,7/31/07,8:45:04 PM,85,AMP Area,Other,Other,Other,Other,Other,800,"Thinky Machine, Program 5 not working properly",Clean & Flush Water Lines,FALSE,,Under Repair,8/9/07,,Tech 1,Checked / Ok
636,7/31/07,10:24:19 PM,148,AMP Area,MARCH,PLASMA ETCHER,PX-1000,P0375,PLASMA ETCHER,801,"Program 2, after running Program 7 reflected power was high",Replaced Spindle Brushes,FALSE,,,,,,
637,8/1/07,8:36:48 AM,59,3D Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0126,vacuum pump,804,Pump will not pump below 50 Mtorr. Not usable.,replace switch,FALSE,,Under Repair,8/1/07,1:30:13 PM,Tech 2,Replace pump
638,8/1/07,2:35:42 PM,31,AMP Area,K&S,DICING SAW,982,P0038,SAW #12,805,y axis limit not being made,Repaired,FALSE,,Under Repair,8/18/07,7:14:48 AM,Tech 2,replace y sensors
639,8/1/07,9:33:31 PM,148,AMP Area,MARCH,PLASMA ETCHER,PX-1000,P0375,PLASMA ETCHER,806,Plasma Etcher is not working the way it should,Replaced Neutralizer Filament,FALSE,,,,,,
640,8/2/07,1:16:16 AM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,807,Plasma treater will not run. beeps and shuts down,Operator Resolved,FALSE,,,,,,
641,8/2/07,4:36:42 AM,144,Dicing Cell,NESLAB,REFRIGERATED RECIRCULATOR,CFT-150,P0353,REFRIGERATED RECIRCU,808,Chiller for saws 5-8 not reading water temp. ,Checked OK,FALSE,,Under Repair,8/6/07,,Tech 1,Repair Thermocouple
642,8/2/07,7:46:55 AM,154,MOPS,MARCH,PLASMA ETCHER,PX-1000,P0381,PLASMA ETCHER,809,Program #8 not running through cycle.,Trip paddle fell off,FALSE,,,,,,
643,8/2/07,8:27:23 AM,85,3D Area,Other,Other,Other,Other,Other,819,Hooking up 2nd EFD need air line.,Gear Mesh Alignments,FALSE,,Under Repair,8/2/07,12:33:20 PM,Tech 2,Done
644,8/2/07,10:54:55 AM,155,Doppler Area,MARCH,PLASMA ETCHER,PX-1000,P0382,PLASMA ETCHER,822,Machine needs to be moved by stairway.,Added 200ml,FALSE,,Under Repair,,,Tech 10,Setup and tested.  OK
645,8/2/07,4:12:22 PM,157,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0400,ENCAPSULATOR,823,vacuum leaking. replace door gaskets,Added 200ml,FALSE,,Parts Ordered,8/9/07,11:43:52 AM,Tech 5,
645,8/2/07,4:12:22 PM,157,Lensing Cell,ENVAX,ENCAPSULATOR,VE-16,P0400,ENCAPSULATOR,823,vacuum leaking. replace door gaskets,Added 200ml,FALSE,,Under Repair,8/9/07,11:51:50 AM,Tech 2,Replace gaskets
646,8/3/07,2:47:12 PM,114,Wiring Cell,Interlab,Rinse Station,MRS/1855,P0042,Rinse Station 001,824,Wiring toasted.,Clean Jets,FALSE,,Under Repair,8/6/07,11:30:10 AM,Tech 2,Replace SSRs abd repair burnt wires.
647,8/6/07,5:09:23 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,825,Cutting water flow errors,recalibrate,FALSE,,Under Repair,8/6/07,,Tech 1,Clean & Flush Water Lines / Flow Meter
648,8/6/07,9:51:36 AM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,826,Plama treater will not draw down.,Install pressure regulator after pump set at 30psi,FALSE,,,,,,
649,8/6/07,11:02:37 AM,110,AMP Area,Airflow Systems,Fume Extractor,Minivac,P0047,Dryer,828,Vent Dryer outside room.  increases humidity as drys parts,No action,FALSE,,,,,,
650,8/6/07,2:23:38 PM,150,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0377,PLASMA ETCHER,830,Not drawling down again.,Reset saw,FALSE,,,,,,
651,8/6/07,2:30:59 PM,65,MOPS,Alcatel,vacuum pump,2063CP+,P0132,vacuum pump,831,"Pump is low of oil,Pump inside box",Replaced assembly,FALSE,,,,,,
652,8/6/07,10:27:54 PM,61,AMP Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402,P0128,vacuum pump,832,Takes far too long to reach 300Mtorr,Replace bearings and bearing plates,FALSE,,Under Repair,8/8/07,,Tech 1,Replaced Pump 
653,8/7/07,10:14:22 PM,36,AMP Area,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0103,vacuum pump,837,No vacuum,flush,FALSE,,Under Repair,8/7/07,,Tech 1,Replaced Pump / Locked Up
654,8/8/07,2:05:45 AM,86,Dicing Cell,Disco,Dicing saw,DAD321,P0081,Saw #1,838,clogged water lines - need flushed out,Not required,FALSE,,Under Repair,8/8/07,,Tech 1,Clean & Flush Water Lines
655,8/8/07,2:57:51 PM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,839,must initialize to turn off shower water,Complete,FALSE,,Under Repair,8/10/07,,Tech 1,Replaced Metering Valve Assembly
656,8/9/07,8:40:27 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,840,cannot open door while spindle is running,Clean & Flush Water Line,FALSE,,Under Repair,8/9/07,9:40:02 AM,Tech 10,Reboot machine
657,8/9/07,8:50:55 AM,136,Dicing Cell,Disco,Dicing Saw,DAD321,P0087,Dicing Saw,841,Will not do a set-up post does not move to the post or non contact sencor,Moved saw,FALSE,,Under Repair,8/13/07,9:51:39 AM,Tech 2,Saw was not released for production use at the tim
658,8/9/07,8:52:31 AM,85,Dicing Cell,Other,Other,Other,Other,Other,842,Nikon scope is drifting again and not staying focused,Complete,FALSE,,Currently Evaluating,8/13/07,11:28:42 AM,Tech 2,Nikon rep contacted
659,8/9/07,9:53:06 AM,119,AMP Area,Branson,Omni Cleaner ,,P0050,Omni Cleaner ,843,Please install differential pressure gages on Omni filters,Replaced fitting,FALSE,,,,,,
660,8/9/07,11:28:44 AM,85,AMP Area,Other,Other,Other,Other,Other,846,Install differential pressure gages on the sputter room onmi filters P00049,,FALSE,,Under Repair,9/7/07,11:35:24 AM,Tech 2,complete
661,8/9/07,5:57:43 PM,25,AMP Area,SAMSCO,EVAPORATION SYSTEM,,P0031,EVAPORATION SYSTEM,847,evaporator shutting off for flue temp fault,,FALSE,,Under Repair,8/10/07,1:33:49 PM,Tech 2,clean flue
662,8/10/07,8:14:13 AM,16,Dicing Cell,K&S,DICING SAW,982,P0021,SAW #7,848,optical sensor inoperable,Not required,FALSE,,Under Repair,8/13/07,,Tech 1,Replaced Optical Cables
663,8/13/07,10:02:34 AM,85,AMP Area,Other,Other,Other,Other,Other,849,Finish hookup of spare plasma treater with new sound box and pump,"Not required, chnaged on 8/14/2007",FALSE,,Under Repair,8/17/07,1:35:02 PM,Tech 10,Hooked up and tested
663,8/13/07,10:02:34 AM,85,AMP Area,Other,Other,Other,Other,Other,849,Finish hookup of spare plasma treater with new sound box and pump,"Not required, chnaged on 8/14/2007",FALSE,,Under Repair,,,Tech 10,Hooked up and tested
663,8/13/07,10:02:34 AM,85,AMP Area,Other,Other,Other,Other,Other,849,Finish hookup of spare plasma treater with new sound box and pump,"Not required, chnaged on 8/14/2007",FALSE,,Under Repair,8/17/07,1:39:37 PM,Tech 10,Hooked up and tested
664,8/13/07,1:17:14 PM,85,Dicing Cell,Other,Other,Other,Other,Other,850,pump stopped on saws outside of dicing room,"Installed UPS, connected ovens",FALSE,,Under Repair,8/13/07,2:25:37 PM,Tech 2,switch on control panel switched off.
664,8/13/07,1:17:14 PM,85,Dicing Cell,Other,Other,Other,Other,Other,850,pump stopped on saws outside of dicing room,"Installed UPS, connected ovens",FALSE,,Under Repair,8/14/07,7:20:13 AM,Tech 2,Pump switch off on ontrol panel
665,8/13/07,9:29:18 PM,162,AMP Area,SEPERATION TECH.,WATER FILTRATION,AQUACYCLER,P0426,WATER FILTRATION,853,overflow sensor broke,flushed,FALSE,,Under Repair,8/14/07,,Tech 1,Replaced Sensor
666,8/14/07,12:46:52 AM,144,Dicing Cell,NESLAB,REFRIGERATED RECIRCULATOR,CFT-150,P0353,REFRIGERATED RECIRCU,854,No water pressure,Flushed,FALSE,,Under Repair,8/14/07,,Tech 1,Replaced Motor
667,8/14/07,11:01:26 AM,85,Test Cell,Other,Other,Other,Other,Other,855,e-mail test,Complete,FALSE,,Under Repair,8/14/07,11:01:50 AM,Tech 2,test
668,8/15/07,12:09:51 PM,85,AMP Area,Other,Other,Other,Other,Other,856,Upgrade rebuilt Omni cleaner with Athena controllers,done,FALSE,,Under Repair,,,Tech 10,Completed upgrades to Omni cleaner
669,8/15/07,3:35:22 PM,85,AMP Area,Other,Other,Other,Other,Other,857,Swap rebuilt Omni cleaner with current Omni in worst condition,Clean Pre-Filter,FALSE,,Under Repair,9/28/07,12:40,Tech 10,Installed Omni Cleaner
670,8/16/07,1:12:34 AM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,858,Shower water clogged,Replace spindle,FALSE,,Under Repair,8/16/07,,Tech 1,Clean & Flush Water Line
671,8/16/07,5:47:22 PM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,859,Shower water lines clogged.  Blade water line looks bad too.,"Changed Blow Off Time Setting, Rebooted saw",FALSE,,Under Repair,8/17/07,,Tech 1,Clean & Flush Water Lines / Flow Meter
672,8/16/07,5:53:40 PM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,860,Shower water is clogged again,dump water to drums,FALSE,,Under Repair,8/17/07,,Tech 1,Cleaned & Flushed Water Lines / Flow Meter
672,8/16/07,5:53:40 PM,118,Dicing Cell,Disco,Dicing Saw,DAD3220,P0084,Dicing Saw,860,Shower water is clogged again,dump water to drums,FALSE,,Under Repair,8/17/07,9:48:10 PM,Tech 1,Cleaned & Flushed Water Lines / Flow Meter
673,8/17/07,9:06:43 AM,151,Closing Cell,MARCH,PLASMA ETCHER,PX-1000,P0378,PLASMA ETCHER,863,The oil level is low on the pump.,DI bottles clogged. To be serviced by iSemens.,FALSE,,Under Repair,8/17/07,9:51:12 AM,Tech 10,Added 500ml of oil
674,8/20/07,2:45:20 AM,87,Dicing Cell,Disco,Dicing Saw,DAD3220,P0085,Dicing Saw,867,No non-contact sensor water,Changed Resin Bottle,FALSE,,Under Repair,,,Tech 10,Tightened bolts on mount
675,8/20/07,2:45:45 AM,133,Dicing Cell,DISCO,Dicing Saw,DAD321,P0086,Dicing Saw#8,868,No non-contact sensor water,Added 200ml,FALSE,,Under Repair,8/20/07,,Tech 1,Clean & Flush Water Lines
676,8/20/07,7:23:58 AM,12,Dicing Cell,K&S,DICING SAW,982,P0017,SAW #1,869,no spindle water,Added 200ml,FALSE,,Under Repair,8/20/07,8:39:22 AM,Tech 2,Chiller switched off
677,8/20/07,2:17:38 PM,11,Dicing Cell,K&S,DICING SAW,982,P0016,SAW #4,870,Y slide is loose,Replaced CPU card,FALSE,,,,,,
678,8/20/07,10:59:37 PM,163,AMP Area,Branson,Omni Cleaner,,P0049,Omni Cleaner,871,DI Tank indicator is red,replaced bulb,FALSE,,Under Repair,8/21/07,,Tech 1,Replaced DI Bed
679,8/21/07,12:25:46 AM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,872,no water to optical sensors,Replace Power Cable,FALSE,,Under Repair,8/21/07,,Tech 1,Clean & Flush Water Line
680,8/21/07,9:44:18 AM,137,AMP Area,Crystal Mark,Sand Blaster,Swam-Blaster,P0071,Sand Blaster,873,hole in hose,"Cleaned water jet, replaced sensor",FALSE,,,,,,
681,8/21/07,1:18:51 PM,85,Closing Cell,Other,Other,Other,Other,Other,874,The nitrogen cabinet latch has broken off.,Replaced brushes,FALSE,,Under Repair,8/22/07,9:13:28 AM,Tech 10,Replaced Latch
682,8/21/07,1:49:41 PM,85,Engineering Lab,Other,Other,Other,Other,Other,875,"Retrofit components onto ground bond oven, see T.McG. for details",Replaced Neut.Filament,FALSE,,Under Repair,,,Tech 10,Installed components
683,8/21/07,7:43:27 PM,53,Wiring Cell,Welch Vacuum Inc.,vacuum pump,WELCH 1402N,P0120,vacuum pump,876,Oil level is too high,Adjusted flow,FALSE,,Under Repair,8/22/07,,Tech 1,Drain Excess
684,8/21/07,10:21:40 PM,83,Dicing Cell,DISCO,DICING SAW,DAD3220,P0083,DICING SAW,877,Water lines needs the flush,Stacklight installed,FALSE,,Under Repair,8/22/07,,Tech 1,Clean & Flush Water Lines / Flow Meter
685,8/22/07,3:35:25 AM,81,AMP Area,CHA INDUSTRIES,SPUTTERING,SSC-1000,P0045,CHA#1,878,Shutter missalligned,na,FALSE,,Under Repair,8/22/07,,Tech 1,Align Shutter
686,8/22/07,10:01:25 PM,26,AMP Area,K&S,DICING SAW,982-6,P0032,DICING SAW #13,879,Hard time balancing and setting retical,Replaced Solenoid / Regen,FALSE,,Under Repair,8/23/07,,Tech 1,Cleaned Y Axis Slide
687,8/22/07,10:05:50 PM,26,AMP Area,K&S,DICING SAW,982-6,P0032,DICING SAW #13,880,Vacuum pump not holding parts correctly.,Complete,FALSE,,Under Repair,8/22/07,,Tech 1,Replaced Vacuum Pump
688,8/23/07,3:51:03 AM,84,Dicing Cell,DISCO,DICING SAW,DAD361,P0082,SAW #2,881,optical sensor water jet clogged,Replaced heat exchanger,FALSE,,Under Repair,8/23/07,,Tech 1,Clean & Flush Water Line
